Age,Gender,Nationality,Annual Income,Education,Employment,Flight Frequency (Annual),Primary Travel Reason,Loyalty Programs,Preferred Flight Class,Booking Method,Food Importance (1-5),Prefers Personalized Entertainment,Willing to Pay for Sustainability,Carbon Footprint Importance (1-5),Used Chauffeur Service,Willing to Upgrade to Premium Economy,Chauffeur Service Influences Booking,Extra Willingness to Pay for Meals (USD),Willingness to Pay More (%),Personalized App Improves Experience,Interest in Personalized Entertainment,Top Frustrations,Airline Selection Values,Useful In-App Features,Faced App Challenges,Type of Challenge,Beta Test Interest,Likelihood to Use Personalized App (1-5),Interest in Personalized Flying Experience
49,Male,India,72707,Master’s,Employed,2–4,Leisure,Emirates Skywards,Economy,Airline App,3,No,Maybe,3,No,Maybe,No,14.92,21–30%,Yes,No,Cost,"Price, Technology","Sustainability Score, AI-based Entertainment",Yes,User Interface,Yes,5,Moderate
34,Female,UK,92006,High School,Student,0–1,Other,,Economy,Travel Aggregator,1,Yes,No,3,No,Yes,Yes,38.82,21–30%,Yes,Yes,"Delays, Food Quality, Check-in Process, Inflight Entertainment","Service Quality, Technology","Seat Upgrade Suggestions, Sustainability Score, Real-time Luggage Tracker",No,,No,2,Moderate
44,Non-binary,UAE,107509,Bachelor’s,Student,8+,Leisure,"Qatar Privilege Club, Other",Premium Economy,Agent,1,No,No,4,Yes,Maybe,Yes,20.02,0–10%,No,Maybe,,"Environmental Responsibility, Technology",Real-time Luggage Tracker,No,,Maybe,1,Moderate
36,Male,UAE,79898,Bachelor’s,Employed,0–1,Family,,Economy,Airline App,5,Indifferent,Yes,1,No,Maybe,Maybe,47.52,11–20%,Yes,Maybe,"Delays, Food Quality, Check-in Process, Customer Service, Cleanliness","Comfort, Environmental Responsibility, Technology, Loyalty Program",Seat Upgrade Suggestions,No,,Yes,3,Moderate
36,Male,India,95789,High School,Self-employed,2–4,Family,"Emirates Skywards, Qatar Privilege Club, Other",Business,Airline App,4,Yes,Yes,1,No,Maybe,No,17.28,21–30%,Yes,Yes,"Food Quality, Customer Service","Environmental Responsibility, Technology","Seat Upgrade Suggestions, Airport Map & Navigation",No,,Yes,2,High
34,Male,UAE,125243,High School,Self-employed,0–1,Business,"Qatar Privilege Club, Other",Business,Agent,5,Indifferent,Yes,2,No,Yes,Maybe,54.68,0–10%,No,Yes,,"Price, Comfort, Loyalty Program",,Yes,Lack of Features,No,4,High
55,Male,USA,102455,Bachelor’s,Student,2–4,Leisure,Other,Economy,Travel Aggregator,3,Yes,Maybe,2,No,No,Yes,36.79,11–20%,Yes,Yes,"Food Quality, Cost",Environmental Responsibility,"Sustainability Score, Airport Map & Navigation",No,,Yes,3,High
44,Female,UK,81573,Bachelor’s,Employed,2–4,Emergency,Qatar Privilege Club,Economy,Airline App,5,Yes,Maybe,4,Yes,Maybe,Yes,51.96,21–30%,Yes,No,"Delays, Food Quality, Cleanliness","Price, Technology, Loyalty Program",,Yes,User Interface,Maybe,2,High
40,Female,UK,41671,Bachelor’s,Employed,2–4,Leisure,,Business,Agent,2,Indifferent,No,1,Yes,Maybe,Maybe,18.04,0–10%,Yes,Yes,"Delays, Inflight Entertainment",,,No,,No,4,High
32,Male,UAE,0,Bachelor’s,Employed,0–1,Other,,Economy,Travel Aggregator,4,Yes,Yes,2,Yes,Yes,Yes,31.08,21–30%,No,Yes,"Delays, Food Quality, Check-in Process, Inflight Entertainment, Sustainability","Price, Environmental Responsibility, Technology, Loyalty Program",,Yes,User Interface,Maybe,3,High
35,Male,India,75379,High School,Employed,2–4,Business,"Emirates Skywards, Other",Economy,Travel Aggregator,1,Yes,Maybe,1,No,Maybe,Maybe,10.46,0–10%,Yes,No,"Customer Service, Sustainability",,AI-based Entertainment,No,,No,2,Very High
35,Male,USA,63496,Master’s,Employed,2–4,Business,Emirates Skywards,First Class,Other,5,Yes,No,1,Yes,Yes,Yes,37.66,0–10%,Yes,Maybe,"Food Quality, Inflight Entertainment","Comfort, Technology, Loyalty Program","Seat Upgrade Suggestions, Real-time Luggage Tracker, Airport Map & Navigation",Yes,Bugs,Yes,3,Very High
50,Female,Other,66954,Bachelor’s,Employed,5–7,Emergency,,Business,Agent,5,No,Yes,2,Yes,No,Maybe,38.49,0–10%,No,Yes,Inflight Entertainment,"Comfort, Technology","Seat Upgrade Suggestions, Sustainability Score",Yes,Slow Performance,Maybe,5,Low
31,Male,UAE,77073,Bachelor’s,Employed,2–4,Family,"Qatar Privilege Club, Other",Business,Airline App,1,No,Yes,3,No,No,Yes,60.96,0–10%,Yes,Yes,"Food Quality, Inflight Entertainment, Cost, Customer Service","Comfort, Technology, Loyalty Program",,No,,Maybe,2,Moderate
38,Female,Philippines,126462,Bachelor’s,Self-employed,2–4,Other,Etihad Guest,Economy,Airline App,1,Yes,No,3,Yes,Yes,Yes,32.23,0–10%,Yes,Yes,"Delays, Food Quality","Environmental Responsibility, Loyalty Program","Sustainability Score, Real-time Luggage Tracker",Yes,User Interface,Maybe,5,High
65,Female,USA,119400,Bachelor’s,Employed,2–4,Leisure,,Economy,Airline App,3,Indifferent,No,2,Yes,Yes,Maybe,35.86,11–20%,Yes,No,Customer Service,"Environmental Responsibility, Loyalty Program","Seat Upgrade Suggestions, Airport Map & Navigation",No,,Yes,2,Very High
62,Female,USA,78126,High School,Employed,2–4,Other,,Economy,Airline App,5,No,Maybe,4,No,Maybe,Yes,17.94,0–10%,Yes,No,Inflight Entertainment,Price,"Seat Upgrade Suggestions, AI-based Entertainment",Yes,Slow Performance,No,5,High
37,Male,UK,53468,High School,Employed,0–1,Family,Qatar Privilege Club,Economy,Airline App,5,Indifferent,Maybe,5,Yes,Yes,Yes,33.12,>30%,Yes,Yes,"Inflight Entertainment, Cleanliness",,"Seat Upgrade Suggestions, Sustainability Score, Airport Map & Navigation",Yes,Bugs,No,1,High
54,Female,UAE,115783,High School,Employed,2–4,Family,Other,Business,Airline App,2,Yes,Yes,1,No,Yes,Yes,19.3,11–20%,No,Yes,"Delays, Food Quality, Customer Service, Cleanliness","Comfort, Service Quality",Airport Map & Navigation,No,,Yes,5,High
32,Male,UAE,53812,Master’s,Employed,2–4,Leisure,Other,Economy,Agent,2,No,Maybe,5,No,Maybe,No,26.74,11–20%,Yes,No,"Inflight Entertainment, Cost, Customer Service","Price, Service Quality, Technology",Seat Upgrade Suggestions,Yes,Slow Performance,Yes,1,Moderate
11,Male,USA,79916,Master’s,Employed,2–4,Leisure,Etihad Guest,Business,Agent,5,Indifferent,Yes,2,Yes,Maybe,Maybe,27.62,11–20%,Yes,Yes,"Inflight Entertainment, Cost, Customer Service",,Airport Map & Navigation,Yes,Slow Performance,Maybe,3,High
26,Female,India,133222,Master’s,Employed,2–4,Other,"Emirates Skywards, Other",Economy,Travel Aggregator,2,Yes,No,1,No,No,Yes,19.72,11–20%,Yes,No,"Food Quality, Inflight Entertainment, Cost",Environmental Responsibility,Sustainability Score,Yes,Lack of Features,Yes,4,High
23,Female,Other,46029,Master’s,Employed,8+,Leisure,Emirates Skywards,Economy,Travel Aggregator,5,Indifferent,No,5,No,Yes,Yes,25.94,11–20%,Yes,Yes,"Food Quality, Check-in Process, Inflight Entertainment, Cost, Customer Service, Cleanliness",Service Quality,"Sustainability Score, Real-time Luggage Tracker, Airport Map & Navigation",Yes,Lack of Features,Yes,4,High
34,Male,UK,96430,Master’s,Employed,0–1,Leisure,Etihad Guest,First Class,Airline App,4,Yes,No,3,No,Yes,Yes,19.37,0–10%,Yes,Maybe,Sustainability,"Comfort, Technology","Sustainability Score, AI-based Entertainment, Real-time Luggage Tracker",Yes,Bugs,Yes,4,High
40,Male,UAE,68575,Bachelor’s,Employed,2–4,Leisure,Other,Economy,Airline App,3,Yes,Maybe,4,No,Maybe,No,19.3,21–30%,Yes,Yes,"Delays, Check-in Process, Sustainability, Cleanliness","Service Quality, Technology",Sustainability Score,Yes,Bugs,Yes,1,Very High
64,Male,Pakistan,136634,Bachelor’s,Retired,5–7,Leisure,Emirates Skywards,Economy,Airline App,2,Indifferent,Maybe,5,No,No,Yes,41.15,11–20%,Yes,Yes,"Cost, Sustainability, Cleanliness",,Airport Map & Navigation,Yes,Bugs,Yes,4,Low
41,Male,India,54699,High School,Employed,2–4,Leisure,,Economy,Travel Aggregator,5,Indifferent,Maybe,4,Yes,No,Yes,27.63,0–10%,No,Yes,"Check-in Process, Inflight Entertainment, Customer Service",,Seat Upgrade Suggestions,No,,Maybe,4,High
42,Male,UK,5389,Bachelor’s,Employed,2–4,Business,"Emirates Skywards, Qatar Privilege Club",Economy,Airline App,2,Yes,Yes,3,No,Maybe,Yes,30.21,11–20%,Yes,Maybe,"Delays, Customer Service",Environmental Responsibility,AI-based Entertainment,Yes,Bugs,Maybe,5,High
48,Male,USA,70854,Master’s,Employed,2–4,Emergency,Other,Economy,Agent,3,Yes,Yes,5,No,Yes,Yes,3.14,11–20%,Yes,Yes,Cleanliness,Loyalty Program,"AI-based Entertainment, Airport Map & Navigation",No,,No,4,Moderate
8,Male,Other,113023,Bachelor’s,Employed,0–1,Leisure,"Qatar Privilege Club, Etihad Guest",Economy,Travel Aggregator,4,No,No,2,No,Yes,Maybe,31.35,0–10%,Yes,Yes,"Check-in Process, Sustainability",,,No,,Yes,1,High
49,Female,Pakistan,66185,Bachelor’s,Employed,2–4,Leisure,"Emirates Skywards, Etihad Guest, Other",Premium Economy,Airline App,1,Indifferent,Maybe,1,No,Maybe,Yes,32.96,21–30%,No,Maybe,"Food Quality, Cleanliness",,Sustainability Score,Yes,Bugs,Maybe,5,High
52,Female,USA,57126,Bachelor’s,Employed,5–7,Business,"Etihad Guest, Other",Business,Airline App,1,No,Yes,3,Yes,No,Yes,19.02,11–20%,No,Maybe,"Inflight Entertainment, Cost, Customer Service, Cleanliness",Service Quality,"Seat Upgrade Suggestions, Airport Map & Navigation",Yes,Bugs,Yes,1,Moderate
22,Female,USA,112574,Bachelor’s,Self-employed,0–1,Business,,Premium Economy,Travel Aggregator,2,No,Yes,4,No,No,Yes,56.28,11–20%,Yes,Maybe,"Check-in Process, Cost","Price, Service Quality, Loyalty Program","Seat Upgrade Suggestions, Airport Map & Navigation",Yes,Slow Performance,Yes,2,High
54,Male,Other,72482,Master’s,Employed,2–4,Business,Emirates Skywards,Economy,Agent,5,No,No,4,No,Maybe,No,0.0,11–20%,Yes,Yes,"Delays, Cost, Sustainability",Price,"Seat Upgrade Suggestions, AI-based Entertainment",No,,Yes,4,Very High
40,Female,India,23012,Master’s,Employed,5–7,Family,"Emirates Skywards, Etihad Guest, Other",Premium Economy,Travel Aggregator,3,Yes,No,3,No,Maybe,Yes,36.77,>30%,Yes,Maybe,"Inflight Entertainment, Cost, Customer Service, Sustainability","Environmental Responsibility, Loyalty Program",AI-based Entertainment,No,,No,1,Moderate
38,Female,UAE,93388,Bachelor’s,Student,5–7,Business,"Emirates Skywards, Qatar Privilege Club",Economy,Airline App,4,Indifferent,Maybe,2,Yes,No,Yes,35.69,0–10%,Yes,Yes,"Delays, Cost, Customer Service, Sustainability","Service Quality, Loyalty Program","AI-based Entertainment, Airport Map & Navigation",No,,Maybe,1,Very High
49,Female,India,57913,Master’s,Unemployed,2–4,Other,Emirates Skywards,Premium Economy,Travel Aggregator,4,Yes,Maybe,2,No,Yes,Yes,33.12,11–20%,No,Yes,"Cost, Cleanliness","Service Quality, Environmental Responsibility, Technology","Real-time Luggage Tracker, Airport Map & Navigation",No,,Maybe,5,Moderate
62,Female,India,60867,Bachelor’s,Employed,2–4,Business,Qatar Privilege Club,Premium Economy,Airline App,4,No,Maybe,4,No,Maybe,No,27.64,0–10%,Yes,Yes,"Inflight Entertainment, Customer Service, Cleanliness","Price, Comfort, Environmental Responsibility, Loyalty Program",Sustainability Score,Yes,User Interface,No,2,Moderate
40,Female,USA,71229,Master’s,Employed,2–4,Business,,Economy,Other,1,Yes,Maybe,3,Yes,No,Yes,33.26,21–30%,Yes,Yes,"Delays, Cost","Price, Service Quality, Environmental Responsibility, Loyalty Program","Seat Upgrade Suggestions, Sustainability Score",No,,No,2,Low
42,Female,USA,128788,Bachelor’s,Employed,0–1,Business,"Emirates Skywards, Etihad Guest",Business,Travel Aggregator,3,Yes,Yes,3,Yes,Yes,Yes,38.02,0–10%,Yes,Yes,"Delays, Food Quality","Comfort, Environmental Responsibility",AI-based Entertainment,No,,Yes,4,Moderate
30,Male,USA,98768,Bachelor’s,Employed,2–4,Business,Emirates Skywards,First Class,Travel Aggregator,1,No,No,1,Yes,No,Yes,14.11,0–10%,Yes,Yes,"Check-in Process, Inflight Entertainment, Cleanliness",,"AI-based Entertainment, Airport Map & Navigation",No,,No,3,Moderate
27,Female,UAE,124799,Bachelor’s,Employed,2–4,Family,,Business,Travel Aggregator,2,Indifferent,No,4,No,Yes,Yes,29.49,21–30%,Yes,Maybe,"Delays, Check-in Process, Cost, Cleanliness",Environmental Responsibility,Sustainability Score,No,,Maybe,3,High
50,Female,Pakistan,118148,Master’s,Employed,8+,Emergency,,Economy,Travel Aggregator,4,No,Maybe,2,No,Maybe,Maybe,22.25,11–20%,Yes,Yes,"Food Quality, Check-in Process, Cleanliness","Price, Technology, Loyalty Program",Seat Upgrade Suggestions,Yes,Lack of Features,Yes,5,Low
25,Female,India,50184,Other,Self-employed,0–1,Leisure,Emirates Skywards,Premium Economy,Airline App,3,No,Yes,5,No,Yes,Yes,8.59,0–10%,Yes,Yes,"Delays, Cleanliness","Price, Comfort, Loyalty Program","AI-based Entertainment, Airport Map & Navigation",No,,Yes,4,High
43,Female,USA,74910,High School,Employed,2–4,Business,Qatar Privilege Club,First Class,Airline App,4,Yes,Yes,2,Yes,Maybe,Maybe,35.76,11–20%,Yes,Yes,"Customer Service, Cleanliness",Price,AI-based Entertainment,No,,Yes,5,High
50,Male,USA,58113,High School,Employed,2–4,Business,Qatar Privilege Club,Economy,Airline App,1,Indifferent,Yes,2,No,Maybe,Yes,16.53,21–30%,Yes,Maybe,Cost,"Price, Service Quality","Sustainability Score, AI-based Entertainment",No,,No,4,Moderate
43,Male,India,40628,Doctorate,Employed,2–4,Leisure,"Emirates Skywards, Qatar Privilege Club, Other",Business,Agent,1,Yes,No,5,No,Maybe,Yes,2.53,0–10%,Yes,Yes,"Delays, Food Quality, Cost","Price, Service Quality, Environmental Responsibility",,No,,No,2,Low
45,Female,UAE,53478,Bachelor’s,Student,0–1,Other,Qatar Privilege Club,Economy,Travel Aggregator,1,Yes,Yes,4,No,Maybe,Yes,16.91,0–10%,Yes,Yes,"Check-in Process, Cost, Cleanliness","Service Quality, Environmental Responsibility, Technology",AI-based Entertainment,No,,No,3,Moderate
64,Female,UAE,76850,Bachelor’s,Employed,2–4,Business,,Economy,Airline App,4,Yes,No,1,Yes,Maybe,Maybe,13.02,>30%,Yes,Yes,Check-in Process,Loyalty Program,,No,,Maybe,1,Moderate
36,Female,Philippines,129435,Bachelor’s,Self-employed,5–7,Family,"Emirates Skywards, Etihad Guest",Business,Agent,3,No,Maybe,2,Yes,Yes,Yes,40.43,11–20%,No,Maybe,"Delays, Food Quality, Cost","Environmental Responsibility, Technology",Real-time Luggage Tracker,No,,No,3,High
36,Male,Other,141540,High School,Employed,2–4,Leisure,"Emirates Skywards, Other",Business,Airline App,3,Indifferent,No,2,No,Yes,Maybe,27.3,0–10%,No,Yes,Sustainability,"Price, Service Quality","Seat Upgrade Suggestions, AI-based Entertainment, Real-time Luggage Tracker",Yes,Slow Performance,No,4,Moderate
38,Male,USA,44932,Master’s,Employed,2–4,Business,Emirates Skywards,Business,Airline App,2,No,No,4,No,Maybe,Yes,45.74,21–30%,Yes,Yes,Sustainability,"Technology, Loyalty Program","Sustainability Score, AI-based Entertainment, Airport Map & Navigation",No,,Maybe,3,Moderate
29,Female,UAE,75040,Master’s,Employed,2–4,Leisure,"Qatar Privilege Club, Other",First Class,Airline App,4,Yes,Maybe,4,No,Yes,Yes,15.0,11–20%,Yes,Yes,"Check-in Process, Customer Service, Sustainability, Cleanliness","Price, Comfort, Loyalty Program","Real-time Luggage Tracker, Airport Map & Navigation",No,,Maybe,1,Low
44,Female,UK,110041,Bachelor’s,Employed,2–4,Business,,Economy,Travel Aggregator,2,Yes,No,3,Yes,Yes,Maybe,38.11,0–10%,Yes,Maybe,"Check-in Process, Cost",,"AI-based Entertainment, Real-time Luggage Tracker",No,,Yes,2,High
45,Female,Pakistan,90936,Bachelor’s,Employed,2–4,Family,"Emirates Skywards, Other",Economy,Travel Aggregator,2,Yes,Yes,4,No,Yes,Maybe,67.59,0–10%,Yes,Yes,"Delays, Sustainability, Cleanliness",Environmental Responsibility,"Seat Upgrade Suggestions, Sustainability Score",No,,No,2,High
33,Male,Pakistan,69145,Master’s,Employed,5–7,Business,Emirates Skywards,First Class,Travel Aggregator,2,Yes,Yes,4,Yes,Yes,Yes,30.34,0–10%,Yes,No,Delays,"Price, Comfort, Loyalty Program",AI-based Entertainment,No,,Maybe,4,Moderate
50,Female,UAE,115203,High School,Employed,8+,Family,Qatar Privilege Club,Economy,Travel Aggregator,2,Yes,No,2,No,Maybe,No,37.92,21–30%,Yes,Yes,"Food Quality, Inflight Entertainment, Sustainability",Loyalty Program,AI-based Entertainment,No,,Yes,3,High
57,Male,UAE,4946,Master’s,Self-employed,2–4,Business,"Emirates Skywards, Etihad Guest, Other",Premium Economy,Airline App,1,No,Yes,1,No,Maybe,Yes,35.4,0–10%,Yes,Maybe,Delays,"Price, Comfort",Seat Upgrade Suggestions,Yes,Lack of Features,Maybe,4,High
43,Female,Pakistan,43789,Bachelor’s,Employed,2–4,Other,Emirates Skywards,Premium Economy,Travel Aggregator,2,Indifferent,No,2,No,Yes,Yes,3.67,0–10%,No,Yes,"Food Quality, Sustainability","Comfort, Service Quality",Airport Map & Navigation,No,,Yes,3,Moderate
64,Male,India,57983,Bachelor’s,Employed,5–7,Business,,Economy,Airline App,3,Yes,Maybe,4,No,Maybe,Yes,33.79,21–30%,No,No,"Delays, Inflight Entertainment",Price,Airport Map & Navigation,No,,Maybe,5,High
26,Male,India,123802,Doctorate,Employed,2–4,Emergency,Etihad Guest,Economy,Travel Aggregator,2,Yes,No,3,No,Yes,Yes,29.6,0–10%,Yes,Yes,Check-in Process,Environmental Responsibility,Real-time Luggage Tracker,No,,Yes,4,Moderate
31,Female,UAE,23137,Master’s,Self-employed,2–4,Family,"Etihad Guest, Other",Premium Economy,Travel Aggregator,1,Indifferent,Yes,1,No,Maybe,Yes,21.1,11–20%,Yes,Yes,,"Price, Environmental Responsibility, Loyalty Program","Seat Upgrade Suggestions, Real-time Luggage Tracker, Airport Map & Navigation",Yes,User Interface,Maybe,3,Moderate
15,Female,UK,0,Bachelor’s,Unemployed,2–4,Other,"Qatar Privilege Club, Etihad Guest",Business,Travel Aggregator,5,No,Yes,3,No,Yes,Yes,11.74,0–10%,Yes,Yes,"Cost, Customer Service, Sustainability",,"Seat Upgrade Suggestions, Sustainability Score, AI-based Entertainment, Real-time Luggage Tracker",No,,Yes,5,High
54,Male,Philippines,104905,Master’s,Employed,5–7,Leisure,Other,Business,Travel Aggregator,5,Indifferent,Maybe,5,No,Maybe,Maybe,35.41,11–20%,Yes,No,Customer Service,"Service Quality, Technology, Loyalty Program",,No,,Yes,4,High
44,Female,Other,77232,Bachelor’s,Employed,2–4,Family,Qatar Privilege Club,Premium Economy,Travel Aggregator,5,Yes,Maybe,3,Yes,Yes,No,10.41,0–10%,Yes,Maybe,"Delays, Check-in Process, Inflight Entertainment, Sustainability","Price, Comfort","Sustainability Score, AI-based Entertainment, Real-time Luggage Tracker",No,,Yes,2,Very High
45,Male,USA,42598,Bachelor’s,Employed,5–7,Leisure,Other,Economy,Airline App,4,Yes,No,3,No,Yes,Yes,57.0,0–10%,Yes,Yes,"Delays, Customer Service, Sustainability, Cleanliness",Environmental Responsibility,"AI-based Entertainment, Airport Map & Navigation",Yes,User Interface,Yes,5,High
44,Male,UK,34917,Other,Unemployed,5–7,Business,,Economy,Agent,3,Indifferent,Yes,4,Yes,Maybe,Maybe,26.71,11–20%,Yes,Maybe,"Check-in Process, Inflight Entertainment, Customer Service",,"Seat Upgrade Suggestions, AI-based Entertainment",Yes,User Interface,Maybe,4,Moderate
22,Male,UAE,54030,Master’s,Student,2–4,Leisure,Etihad Guest,Economy,Airline App,1,Yes,Maybe,4,Yes,Yes,Yes,6.65,11–20%,Yes,Yes,Check-in Process,Environmental Responsibility,Sustainability Score,No,,Yes,1,Very High
65,Male,UK,134767,Bachelor’s,Employed,5–7,Business,Emirates Skywards,Economy,Airline App,5,No,Yes,4,No,Maybe,Yes,17.29,11–20%,Yes,Maybe,"Delays, Cost, Sustainability, Cleanliness",,"Sustainability Score, Real-time Luggage Tracker",No,,No,2,Moderate
59,Female,India,66027,Bachelor’s,Employed,5–7,Other,Qatar Privilege Club,Economy,Travel Aggregator,1,Yes,Yes,4,No,No,No,20.83,11–20%,No,Yes,Cleanliness,"Comfort, Technology",Sustainability Score,Yes,Slow Performance,No,5,Very High
38,Male,USA,109617,High School,Employed,2–4,Business,Qatar Privilege Club,Economy,Travel Aggregator,1,Yes,Yes,4,No,Yes,Yes,61.19,11–20%,Yes,Yes,"Delays, Food Quality","Comfort, Environmental Responsibility, Technology",,No,,Yes,3,Moderate
49,Female,India,0,High School,Employed,0–1,Leisure,"Emirates Skywards, Etihad Guest",Economy,Airline App,4,Indifferent,No,3,No,No,No,11.73,11–20%,Yes,Yes,"Delays, Customer Service","Comfort, Environmental Responsibility, Technology, Loyalty Program",Sustainability Score,No,,Yes,1,Low
43,Female,India,65070,Bachelor’s,Self-employed,0–1,Leisure,Emirates Skywards,Economy,Agent,5,Yes,Yes,5,No,Yes,Yes,23.26,11–20%,Yes,No,"Check-in Process, Cost","Price, Environmental Responsibility",Sustainability Score,No,,Yes,3,Moderate
45,Male,UAE,28088,Master’s,Employed,2–4,Leisure,Etihad Guest,Economy,Other,2,Indifferent,Yes,4,No,No,Yes,16.93,11–20%,Yes,No,"Delays, Inflight Entertainment, Cost, Sustainability, Cleanliness","Environmental Responsibility, Loyalty Program","Sustainability Score, Airport Map & Navigation",No,,No,1,High
26,Female,India,55524,Bachelor’s,Employed,2–4,Leisure,"Etihad Guest, Other",Premium Economy,Travel Aggregator,1,Yes,Yes,5,No,Maybe,Yes,32.49,11–20%,No,Yes,"Food Quality, Customer Service",Price,"Seat Upgrade Suggestions, Sustainability Score, Airport Map & Navigation",No,,Maybe,4,Low
